capitulo,titulo_capitulo,articulo,texto
Capítulo X,Órganos Autónomos Constitucionales,Artículo 363,"2. La remoción solo podrá fundarse en que el consejero haya realizado actos graves en contra de la probidad pública, o haya incurrido en alguna de las prohibiciones o incompatibilidades establecidas en la Constitución o la ley, o haya concurrido con su voto a decisiones que afecten gravemente la consecución del objeto del Banco Central."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 363,"3. La persona destituida no podrá ser designada nuevamente como consejera, ni ser funcionaria del Banco Central o prestarle servicios, sin perjuicio de las demás sanciones que establezca la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 364,"1. No podrán integrar el Consejo quienes en los doce meses anteriores a su designación hayan participado en la propiedad o ejercido como director, gerente o ejecutivo principal de una empresa bancaria, administradora de fondos, o cualquiera otra que preste servicios de intermediación financiera, sin perjuicio de las demás inhabilidades que establezca la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 364,"2. Una vez que cesen en su cargo, quienes hayan integrado el Consejo tendrán la misma inhabilidad por un período de doce meses."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 364,## Ministerio Público
Capítulo X,Órganos Autónomos Constitucionales,Artículo 365,"1. El Ministerio Público es un organismo autónomo y jerarquizado, cuya función es dirigir en forma exclusiva la investigación de los hechos que pudiesen ser constitutivos de delito, los que determinen la participación punible y los que acrediten la inocencia del imputado. Ejerce la acción penal pública en representación de la sociedad, en la forma prevista por la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 365,"2. En dichas funciones debe velar por el respeto y promoción de los derechos humanos, considerando también los intereses de las víctimas, respecto de quienes deberá adoptar todas las medidas que sean necesarias para protegerlas, al igual que a los testigos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 365,"3. La facultad exclusiva de ciertos órganos de la administración para presentar denuncias y querellas no impide que el Ministerio Público investigue y ejerza la acción penal pública en el caso de delitos que atenten en contra de la probidad, el patrimonio público o lesionen bienes jurídicos colectivos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 365,4. En caso alguno podrá ejercer funciones jurisdiccionales.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 365,5. La víctima del delito y las demás personas que determine la ley podrán ejercer igualmente la acción penal.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 365,"6. El Ministerio Público podrá impartir órdenes directas a las Fuerzas de Orden y Seguridad Pública para el ejercicio de sus funciones, caso en el que podrá, además, participar tanto en la fijación de metas y objetivos como en la evaluación del cumplimiento de todas ellas. La autoridad policial requerida deberá cumplir sin más trámite dichas órdenes y no podrá calificar su fundamento, oportunidad, justicia o legalidad, salvo requerir la exhibición, a menos que esta sea oral, de la autorización judicial."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 365,"7. Las actuaciones que amenacen, priven o perturben al imputado o a terceros del ejercicio de los derechos que esta Constitución asegura requerirán siempre autorización judicial previa y motivada."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 366,"1. Una ley determinará la organización y las atribuciones del Ministerio Público, señalará las calidades y los requisitos que deberán cumplir quienes se desempeñen como fiscales y sus causales de remoción."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 366,2. Las autoridades superiores del Ministerio Público deberán siempre fundar las órdenes e instrucciones dirigidas a los fiscales que puedan afectar una investigación o el ejercicio de la acción penal.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 366,3. Las y los fiscales y funcionarios tendrán un sistema de promoción y ascenso que garantice una carrera que permita fomentar la excelencia técnica y la acumulación de experiencia en las funciones que estos desempeñan. Cesarán en su cargo al cumplir setenta años.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 367,"1. Existirá una fiscalía regional en cada región del país, sin perjuicio de que la ley pueda establecer más de una por región."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 367,"2. Quienes ejerzan como fiscales regionales deberán haberse desempeñado como fiscales adjuntos durante cinco o más años, no haber ejercido como fiscal regional, haber aprobado cursos de formación especializada y poseer las demás calidades que establezca la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 367,"3. Durarán cuatro años en el cargo y, una vez concluida su labor, podrán retornar a la función que ejercían en el Ministerio Público. No podrán ser reelectos ni postular nuevamente al cargo de fiscal regional."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,"1. La dirección superior del Ministerio Público reside en la o el fiscal nacional, quien durará seis años en el cargo, sin reelección."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,"2. Se nombrará en sesión conjunta del Congreso de Diputadas y Diputados y de la Cámara de las Regiones, por la mayoría de sus integrantes en ejercicio a partir de una terna propuesta por la Presidenta o el Presidente de la República, quien contará con la asistencia técnica del Consejo de la Alta Dirección Pública, conforme al procedimiento que determine la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,"3. Deberá tener a lo menos quince años de título de abogada o abogado, tener ciudadanía con derecho a sufragio y contar con comprobadas competencias para el cargo."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,4. Corresponderá a quien ejerza el cargo de fiscal nacional:
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,    - a) Presidir el Comité del Ministerio Público y dirigir sus sesiones ordinarias y extraordinarias.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,    - b) Representar a la institución ante los demás órganos del Estado.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,    - c) Impulsar en el país la ejecución de la política de persecución penal fijada por el Comité del Ministerio Público.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,    - d) Determinar la política de gestión profesional de las funcionarias y los funcionarios del Ministerio Público.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,"    - e) Designar a fiscales regionales, a partir de una terna elaborada por la asamblea regional respectiva."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,"    - f) Designar a fiscales adjuntos, a partir de una terna elaborada por el Comité del Ministerio Público."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 368,    - g) Las demás atribuciones que establezcan la Constitución y la ley.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,"1. Existirá un Comité del Ministerio Público, integrado por las y los fiscales regionales y la o el fiscal nacional, quien lo presidirá."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,"2. El Comité deberá fijar la política de persecución penal y los criterios de actuación para el cumplimiento de sus objetivos, velando por la transparencia, la objetividad, los intereses de la sociedad y el respeto de los derechos humanos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,3. Son atribuciones del Comité del Ministerio Público las siguientes:
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,"    - a) Asesorar al fiscal nacional en la dirección del organismo, velando por el cumplimiento de sus objetivos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,    - b) Evaluar y calificar permanentemente el desempeño de fiscales y funcionarios del Ministerio Público.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,"    - c) Ejercer la potestad disciplinaria respecto de las funcionarias y los funcionarios del Ministerio Público, en conformidad con la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,    - d) Designar al director ejecutivo nacional.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,    - e) Proponer al fiscal nacional las ternas para el nombramiento de los fiscales adjuntos.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 369,    - f) Las demás atribuciones que establezcan la Constitución y la ley.
